site	log2fold	pval	celline	gene	corr_sp	coaccess	qval
chr17_7650481_7650981_CA_0.2356	0.0145194710585353	0.042450792408379	SUM	EIF5A	0.707735398638201	0.2356	0.00364556642622097
chr17_7164928_7165428_CA_0.1766	-1.00671409106204	5.40014161838065e-93	SUM	EIF5A	0.908895776252611	0.1766	1.56286204577761e-92
chr17_7126356_7148269_CA_0.1579	0.39089008902568	8.09370971622457e-65	SUM	EIF5A	-0.815509453923989	0.1579	4.9624231181519e-65
chr16_85673905-85689325_CA_1.0000	0.165232793162273	1.24438431857776e-28	SUM	GINS2	-0.85729254265795	1	2.5494324965118e-29
chr16_85457277_85492868_CA_0.6365	-0.0652135229115175	7.01181041014368e-18	SUM	GINS2	0.845293722702982	0.6365	1.07858975925976e-18
chr16_85553398_85579474_CA_0.6070	0.387997587384931	3.2978754996854e-59	SUM	GINS2	-0.98598357431571	0.607	1.67722815923129e-59
chr16_85287081_85332123_CA_0.6065	0.13911248687966	7.28873190764874e-36	SUM	GINS2	-0.996619238803136	0.6065	1.80745352686529e-36
chr16_85514325_85525489_CA_0.5818	0.601159873561055	3.90333942825124e-46	SUM	GINS2	-0.986153121015653	0.5818	1.30844870725144e-46
chr16_85610513_85622381_CA_0.5588	-0.0512573259347981	0.000212334102396458	SUM	GINS2	0.657371551420123	0.5588	2.07997349451352e-05
chr16_85746300_85782422_CA_0.5409	0.232103715151201	8.11870249721523e-52	SUM	GINS2	-0.986809266744432	0.5409	3.25087773552676e-52
chr16_85347195_85404180_CA_0.5114	0.0904359402454438	1.31314235541144e-16	SUM	GINS2	-0.901001681903264	0.5114	1.94916149958419e-17
chr16_85416310_85446337_CA_0.4286	0.0992823148272128	2.86280805297512e-08	SUM	GINS2	-0.891230705585547	0.4286	3.27232109330191e-09
chr16_85798969_85800474_CA_0.4279	0.126142421785701	2.40092911612525e-25	SUM	GINS2	-0.872585654992811	0.4279	4.50741550901096e-26
chr16_85645019_85660302_CA_0.3778	-0.0593335693842592	7.32931014770287e-12	SUM	GINS2	0.397359818788487	0.3778	9.46811218346037e-13
chr16_85716540_85722526_CA_0.3670	0.0645792859753303	0.0263238210343776	SUM	GINS2	-0.845502265143911	0.367	0.00229569495792693
chr16_85245655_85253821_CA_0.3386	0.207872382521141	3.56739123863596e-31	SUM	GINS2	-0.997185524780946	0.3386	7.81831524580526e-32
chr16_85813080_85821850_CA_0.2272	-0.0411748964793005	0.0961736532710365	SUM	GINS2	0.0547618886146	0.2272	0.00802571698103981
chr16_46688416-46690408_CA_1.0000	0.0552496056458874	3.12170369666939e-07	SUM	ORC6	-0.896188251091881	1	3.43979233462121e-08
chr16_46883808_46884982_CA_0.6638	0.0568714624478778	8.06451012282975e-08	SUM	ORC6	-0.518175406233893	0.6638	9.06392395330099e-09
chr16_46972805_46974190_CA_0.5151	0.256560111336474	7.27406871010181e-44	SUM	ORC6	-0.86136844532458	0.5151	2.28444771707591e-44
chr16_46830104_46836989_CA_0.4540	0.0713734924077576	5.4856589174536e-13	SUM	ORC6	-0.748446952228522	0.454	7.3529191163426e-14
chr16_46900393_46909245_CA_0.3634	-0.241090532737628	2.1437631812007e-22	SUM	ORC6	0.668142853267504	0.3634	3.72996189297725e-23
chr16_46386170_46401743_CA_0.3311	0.15928219144768	6.62918371567247e-45	SUM	ORC6	-0.816135081246779	0.3311	2.14768227567927e-45
chr16_46789825_46790431_CA_0.3048	-0.317343209026279	3.64446260516098e-39	SUM	ORC6	0.966356848330304	0.3048	9.9723489268038e-40
chr16_46801340_46801840_CA_0.2534	-0.143872757759002	3.88867257990179e-40	SUM	ORC6	0.898685673982042	0.2534	1.09243639927904e-40
chr16_46920356_46930089_CA_0.2291	0.608654607580949	4.53559560210188e-54	SUM	ORC6	-0.934448159401026	0.2291	1.9489587349519e-54
chr16_46554282_46554782_CA_0.1956	0.180972247493596	6.9909478504297e-38	SUM	ORC6	-0.760316916691534	0.1956	1.83891289155867e-38
chr16_46743233_46770357_CA_0.1931	0.464892036303422	7.67018242672728e-72	SUM	ORC6	-0.811813335865231	0.1931	6.01082010496389e-72
chr16_46620728_46632396_CA_0.1852	-0.231008246209011	3.36851604410967e-58	SUM	ORC6	0.837145308303719	0.1852	1.65068817863662e-58
chr16_88802795-88816447_CA_1.0000	0.10842247511213	6.06213631136708e-26	SUM	CDT1	-0.853158994113339	1	1.15383057353255e-26
chr16_88628585_88638770_CA_0.7119	-1.05437253019402	7.45106033814983e-94	SUM	CDT1	0.849025445568728	0.7119	2.40661361869682e-93
chr16_89067496_89074534_CA_0.6757	-0.467438720862333	3.28666690230936e-90	SUM	CDT1	0.860010376258037	0.6757	7.06404816727616e-90
chr16_88856760_88858035_CA_0.6085	0.088374985805956	1.89098760805253e-16	SUM	CDT1	-0.688266351083743	0.6085	2.79411564682073e-17
chr16_88521013_88535160_CA_0.5768	0.0349326130777271	4.44321636914149e-12	SUM	CDT1	-0.834859818788487	0.5768	5.77554743266238e-13
chr16_88662869_88686826_CA_0.5669	0.0948263358167822	2.09532866654373e-19	SUM	CDT1	-0.778902625939289	0.5669	3.37034489943164e-20
chr16_88558663_88571123_CA_0.5091	0.14957125609265	2.52435435551848e-26	SUM	CDT1	-0.862616309036161	0.5091	4.85129823305487e-27
chr16_89026087_89053855_CA_0.4999	0.216005789786167	6.5206381100246e-33	SUM	CDT1	-0.997453408566856	0.4999	1.49403712665885e-33
chr16_88650251_88651708_CA_0.4531	0.264632580385733	2.87499729977213e-25	SUM	CDT1	-0.990607112823156	0.4531	5.39308387289951e-26
chr16_89216309_89217978_CA_0.4293	0.272125643803607	4.07243750380803e-68	SUM	CDT1	-0.862353511651249	0.4293	2.81750427643954e-68
chr16_89167359_89171883_CA_0.4128	0.140392982640621	5.39517478720058e-19	SUM	CDT1	-0.840156457694708	0.4128	8.57319290328351e-20
chr16_88907734_88910712_CA_0.3988	0.00208980379751942	0.24263756310911	SUM	CDT1	0.631534329815805	0.3988	0.0195991087809054
chr16_88700857_88714535_CA_0.3771	0.071206064769444	1.39783011043218e-08	SUM	CDT1	-0.949453042345984	0.3771	1.6151529524407e-09
chr16_88596386_88596886_CA_0.3395	0.0179158929056439	0.0277452836771048	SUM	CDT1	0.218759325068497	0.3395	0.00241587632131784
chr16_89093655_89123950_CA_0.3290	0.351271807949577	2.71616642947697e-61	SUM	CDT1	-0.976917912269756	0.329	1.47095909249271e-61
chr16_89153895_89155579_CA_0.2351	0.729562897090637	5.15819048877091e-79	SUM	CDT1	-0.86711438298565	0.2351	5.36571900201823e-79
chr16_88505277_88510829_CA_0.1965	-0.00590743818721427	0.00538788654567467	SUM	CDT1	-0.716806147085153	0.1965	0.00049035835356284
chr16_88616065_88616630_CA_0.1655	0.405121887678598	4.15562187249174e-27	SUM	CDT1	-0.978686284350162	0.1655	8.16749570454487e-28
chr16_88732003_88785915_CA_0.1581	0.00984600447868423	0.116551121864877	SUM	CDT1	-0.478832094512113	0.1581	0.00966620078885235
chr16_88920836_88964046_CA_-0.1719	-0.0697174024228331	2.83701185235698e-07	SUM	CDT1	0.125420475815859	-0.1719	3.13140353938263e-08
chr11_68677365-68685036_CA_1.0000	0.572593824625105	1.33075577398265e-79	SUM	GAL	-0.969044163524401	1	1.44202827071951e-79
chr11_68998324_69011371_CA_0.1698	-0.882508425077108	1.01236209921644e-90	SUM	GAL	0.994069256435993	0.1698	2.28950815517454e-90
chr12_49264491-49265731_CA_1.0000	0.273345086137228	6.62000691613201e-33	SUM	TUBA1C	-0.324710753329897	1	1.51621069930154e-33
chr12_49741199_49750837_CA_0.4156	-0.173829666111324	7.47720148043601e-57	SUM	TUBA1C	0.397541233757426	0.4156	3.50541543305141e-57
chr12_49482288_49492291_CA_0.3516	-0.163545087595769	1.46513364566811e-06	SUM	TUBA1C	0.481610964924179	0.3516	1.57003576687164e-07
chr12_49503558_49515732_CA_0.3201	-0.255868309708078	1.72235467656051e-34	SUM	TUBA1C	0.837452187830616	0.3201	4.11570494903974e-35
chr12_49018228_49019206_CA_0.2973	0.119148602661867	1.13025197204521e-13	SUM	TUBA1C	-0.490641022163145	0.2973	1.54671712499998e-14
chr12_49201087_49202311_CA_0.1616	0.679425184554821	2.36226897711133e-88	SUM	TUBA1C	-0.528772074980333	0.1616	4.45486468750964e-88
chr12_49636837_49644982_CA_0.1606	0.474865401393965	9.57420837385639e-44	SUM	TUBA1C	-0.508138241597266	0.1606	2.99715448907048e-44
chr12_49188024_49189307_CA_-0.2212	0.438822298144051	1.59361628373512e-88	SUM	TUBA1C	-0.573473062420313	-0.2212	3.07473714751656e-88
chr12_49698540_49707933_CA_-0.2775	0.180184790613027	7.41290737289518e-17	SUM	TUBA1C	-0.381393606054852	-0.2775	1.10948950659015e-17
chr12_49278031_49348037_CA_-0.3662	0.0365775993280127	6.63650349276325e-06	SUM	TUBA1C	0.561991359900171	-0.3662	6.93993719256497e-07
chr19_13142852-13216428_CA_1.0000	0.0761963046195789	8.54822733853169e-06	SUM	IER2	-0.729089805496026	1	8.90402917155663e-07
chr19_12867464_12891359_CA_0.7078	0.0643401404028417	3.34763743210181e-19	SUM	IER2	-0.926159021240811	0.7078	5.35302279592687e-20
chr19_13231606_13262851_CA_0.6912	0.0202077432358211	0.550024791165163	SUM	IER2	-0.297883378997911	0.6912	0.0428419766405801
chr19_13116340_13132824_CA_0.5666	0.35446369035908	2.02119463847484e-66	SUM	IER2	-0.990496907468193	0.5666	1.31509437641645e-66
chr19_12912889_12920627_CA_0.5101	-0.0326897772665212	0.00474989425578101	SUM	IER2	0.765459268100806	0.5101	0.000433542494150191
chr19_12821742_12848052_CA_0.4808	0.473375563297186	5.63600838385827e-63	SUM	IER2	-0.942671174348263	0.4808	3.24938027670187e-63
chr19_12734320_12807016_CA_0.4490	0.0639893670886025	5.90410547908421e-14	SUM	IER2	-0.937950994221849	0.449	8.13002960512802e-15
chr19_12977584_13061699_CA_0.3437	0.0288423613124087	9.70406750865809e-05	SUM	IER2	-0.700817893280525	0.3437	9.6711610404592e-06
chr19_13329668_13330168_CA_0.2250	-0.380092297119239	8.30037297540062e-63	SUM	IER2	0.950824675148523	0.225	4.74339005365272e-63
chr19_13302460_13302960_CA_0.2114	0.548315164522162	2.54183647662147e-40	SUM	IER2	-0.912240932642487	0.2114	7.1943120794671e-41
chr19_13396477_13399551_CA_-0.1605	-0.711111735292382	2.29903620718013e-53	SUM	IER2	0.962877750047473	-0.1605	9.67980907689176e-54
chr2_241659216-241703024_CA_1.0000	0.11160030821865	8.22694543984929e-19	SUM	DTYMK	-0.82136898787402	1	1.30040867691855e-19
chr2_241724416_241741509_CA_0.7352	-0.363516860432048	2.81614480603594e-88	SUM	DTYMK	0.758390866180181	0.7352	5.2683161060393e-88
chr2_241540409_241562426_CA_0.6213	-0.092152266072359	7.47464005197486e-56	SUM	DTYMK	0.814295499552397	0.6213	3.40854571464005e-56
chr2_241636176_241638095_CA_0.6040	0.112470493490845	2.99517374482122e-28	SUM	DTYMK	-0.965639665789545	0.604	6.06095895321907e-29
chr2_241507788_241516661_CA_0.4923	0.441555776274014	1.88366189500031e-86	SUM	DTYMK	-0.745203523858612	0.4923	3.05891434554726e-86
chr2_241354836_241356899_CA_0.4390	-0.128360003609731	2.0011574293078e-29	SUM	DTYMK	0.878085749938963	0.439	4.19168157473974e-30
chr2_241610099_241620777_CA_0.4023	-0.405089398370446	9.45776489974722e-80	SUM	DTYMK	0.671089574912514	0.4023	1.03735682758414e-79
chr2_241443799_241445841_CA_0.3987	0.0575698708066013	0.000348237241803898	SUM	DTYMK	-0.930412947942381	0.3987	3.37729374190029e-05
chr2_241595522_241598946_CA_0.2774	0.3713651848121	7.40367078816135e-43	SUM	DTYMK	-0.787549507636384	0.2774	2.26019122985529e-43
chr2_241392080_241392580_CA_-0.1715	0.0851473259756499	0.000135310999004436	SUM	DTYMK	-0.0621880340721048	-0.1715	1.33814221280986e-05
chr2_241762204_241763436_CA_-0.2489	-0.323854527808887	6.77656144436299e-46	SUM	DTYMK	0.782688603749017	-0.2489	2.25928216958205e-46
chr20_57670256-57728317_CA_1.0000	0.149235647716119	2.44076337377285e-32	SUM	PMEPA1	-0.927854488240241	1	5.50500281005317e-33
chr20_57792293_57795740_CA_0.6545	-0.424672300750828	3.90223662639096e-88	SUM	PMEPA1	0.974279765618642	0.6545	7.26525425326e-88
chr20_57809587_57820462_CA_0.6411	-0.541214888224919	1.68373177109893e-90	SUM	PMEPA1	0.998557157583485	0.6411	3.72851457023822e-90
chr20_57991204_57997635_CA_0.6377	-0.308505712943672	3.07554117065315e-75	SUM	PMEPA1	0.97229098282831	0.6377	2.69766648159208e-75
chr20_57611925_57623029_CA_0.6021	-0.591305140313203	6.41158377334437e-87	SUM	PMEPA1	0.959790304641511	0.6021	1.08019636345828e-86
chr20_57748357_57749326_CA_0.4789	0.225535455407833	1.88758408556486e-30	SUM	PMEPA1	-0.99827571006158	0.4789	4.05326765664317e-31
chr20_57414881_57439815_CA_0.4252	0.0823718840055428	9.2598667064099e-12	SUM	PMEPA1	-0.709847950519491	0.4252	1.19159552317963e-12
chr20_57872841_57882973_CA_0.3354	-1.02840129631057	1.63173058737978e-58	SUM	PMEPA1	0.875410303013862	0.3354	8.07728527350829e-59
chr20_57346342_57361840_CA_0.2904	-0.0878855418962826	6.40956040840011e-17	SUM	PMEPA1	0.862348425250251	0.2904	9.60425092943413e-18
chr20_57900131_57909176_CA_0.2391	-0.00220945933203129	0.495538905425388	SUM	PMEPA1	0.0621744703361094	0.2391	0.038791833984556
chr20_57243812_57251708_CA_0.2381	0.197262328255024	9.95649350470963e-15	SUM	PMEPA1	-0.823266215446383	0.2381	1.40223417011532e-15
chr20_57495028_57514638_CA_0.2264	0.0263873522844051	0.890520210360525	SUM	PMEPA1	-0.473016642704067	0.2264	0.0673969537202915
chr20_57772309_57779822_CA_0.1736	-0.0224187466521014	0.99013767765158	SUM	PMEPA1	0.486171771152646	0.1736	0.0743969179786895
chr20_57761125_57761824_CA_0.1650	0.0589154348560846	0.037239705308775	SUM	PMEPA1	-0.669424626319073	0.165	0.00320960274734268
chr20_57560775_57561275_CA_0.1565	-1.56522092617178	2.12744346068694e-94	SUM	PMEPA1	0.981337994737271	0.1565	7.58369823480271e-94
chr20_57265153_57266809_CA_-0.1878	0.277851111075866	7.63450990964141e-29	SUM	PMEPA1	-0.917020454113881	-0.1878	1.57516049341545e-29
chr20_57654356_57658092_CA_-0.3317	0.187570337397754	8.12471341261922e-11	SUM	PMEPA1	-0.838806865963161	-0.3317	1.01828610573008e-11
chr20_57928185_57942060_CA_-0.3478	0.324828859567208	3.68521518191453e-35	SUM	PMEPA1	-0.877149852155278	-0.3478	8.97657022533123e-36
chr4_99946455-99950887_CA_1.0000	0.139397277842606	1.50970072550838e-32	SUM	H2AFZ	-0.673127526245829	1	3.42088143658315e-33
chr4_100190085_100190974_CA_0.5172	0.170505591997301	2.3602301737649e-11	SUM	H2AFZ	0.44904782573312	0.5172	3.00515331937104e-12
chr4_99561018_99573327_CA_0.3682	-0.104010191495174	2.27506633535369e-28	SUM	H2AFZ	0.454178308873396	0.3682	4.6229699110248e-29
chr4_99894187_99894993_CA_0.2776	0.213916372143424	2.87356067078506e-16	SUM	H2AFZ	-0.837065621354746	0.2776	4.22354423660326e-17
chr4_99721953_99724154_CA_0.2048	0.653283026148157	2.35549687819058e-70	SUM	H2AFZ	-0.723560887610884	0.2048	1.73869824581226e-70
chr4_99633700_99634200_CA_0.2031	0.15358199990633	3.32733616553962e-21	SUM	H2AFZ	-0.447525296367632	0.2031	5.60898729433309e-22
chr5_138463941-138470738_CA_1.0000	0.0986633422678898	5.19228284404722e-11	SUM	EGR1	-0.925616471800993	1	6.5419500853888e-12
chr5_138528215_138560347_CA_0.5476	0.0746693026564042	1.21418179659812e-12	SUM	EGR1	-0.93910730271546	0.5476	1.60739094453803e-13
chr5_138482566_138492465_CA_0.4727	0.222103738447537	2.24159141878656e-60	SUM	EGR1	-0.954724249247213	0.4727	1.17788546851273e-60
chr5_138503758_138509412_CA_0.4383	0.354004045928557	8.91461306505246e-37	SUM	EGR1	-0.9035703144074	0.4383	2.27878418898522e-37
chr5_138133130_138149204_CA_0.3923	-0.114325481944526	2.186518815602e-08	SUM	EGR1	0.810814705802566	0.3923	2.51107475379762e-09
chr5_138438165_138450398_CA_0.2883	-0.0423550277382942	1.63316081798249e-12	SUM	EGR1	0.941921777934514	0.2883	2.15279260229234e-13
chr5_138352274_138355384_CA_0.2251	0.149612670602909	1.22301812117149e-15	SUM	EGR1	-0.950078669668774	0.2251	1.76540654875863e-16
chr5_138575033_138610190_CA_0.2085	0.0337503349925026	0.000602083046969236	SUM	EGR1	-0.777207158939858	0.2085	5.77828574861681e-05
chr5_138737733_138754460_CA_0.1999	0.108825803270452	1.95968409276824e-15	SUM	EGR1	-0.936542061145322	0.1999	2.81383412835753e-16
chr5_138064433_138082500_CA_0.1822	-0.200575652142342	1.99222689151149e-47	SUM	EGR1	0.929058269809837	0.1822	6.93673280702275e-48
chr5_138022803_138036435_CA_0.1593	-0.147887493389978	1.54494690342323e-13	SUM	EGR1	0.835838103247159	0.1593	2.10608070035577e-14
chr5_138011915_138012415_CA_-0.1753	-0.140605939812668	1.97938540174915e-10	SUM	EGR1	0.123914901120365	-0.1753	2.44826015904119e-11
chr5_138283053_138283564_CA_-0.1827	-0.0605626000968512	5.27034783433896e-08	SUM	EGR1	0.174568673195345	-0.1827	5.95785068014943e-09
chr5_138097060_138097560_CA_-0.2311	-0.760669693919156	2.59688026402329e-59	SUM	EGR1	0.901718864444023	-0.2311	1.32648698545472e-59
chr5_138404276_138411409_CA_-0.2724	-0.381018612481545	5.57478104565095e-59	SUM	EGR1	0.921977999620216	-0.2724	2.80954951284533e-59
chr5_137994921_138000550_CA_-0.3027	0.229783425614887	2.16574386870122e-21	SUM	EGR1	-0.721953584895424	-0.3027	3.66565531049066e-22
chr5_138110478_138112415_CA_-0.4050	0.118337133222279	9.04015080301254e-09	SUM	EGR1	-0.653438067981445	-0.405	1.051944698002e-09
chr14_54396506-54397587_CA_1.0000	0.0631813675694944	3.40048097092386e-08	SUM	CDKN3	-0.657035848954236	1	3.87516187106717e-09
chr14_54310061_54313032_CA_0.7340	0.0469878336154534	8.29940251151997e-05	SUM	CDKN3	-0.974785014784472	0.734	8.29388150629301e-06
chr14_54435479_54462864_CA_0.7134	0.0541511698428994	3.51649291096018e-11	SUM	CDKN3	-0.521847787754659	0.7134	4.45022162068599e-12
chr14_54643407_54709926_CA_0.6680	0.0835035774186908	2.52973241647994e-23	SUM	CDKN3	-0.751115617285625	0.668	4.50200607377885e-24
chr14_54503415_54510353_CA_0.6270	-0.100248037301812	6.20120291863017e-27	SUM	CDKN3	0.480335973740607	0.627	1.21105410149245e-27
chr14_54480824_54489397_CA_0.6233	0.000164008327867509	0.883900659390331	SUM	CDKN3	-0.0104695087214822	0.6233	0.0669436335993474
chr14_54251945_54253897_CA_0.6005	-0.0623232426838791	1.78792223450744e-09	SUM	CDKN3	-0.110717385996799	0.6005	2.13706546916648e-10
chr14_54329008_54370124_CA_0.5881	-0.137453676214649	6.63952160807065e-30	SUM	CDKN3	0.751115617285625	0.5881	1.40635373566349e-30
chr14_54591182_54603821_CA_0.5661	-0.524103569353332	3.19266063409071e-88	SUM	CDKN3	0.673826058649595	0.5661	5.95363323121678e-88
chr14_54556427_54580048_CA_0.5533	-0.229248129973343	3.54009558295786e-67	SUM	CDKN3	0.575721251661558	0.5533	2.374731216982e-67
chr14_54168495_54212197_CA_0.5440	-0.177814020004921	1.25180278750196e-51	SUM	CDKN3	0.650279412961506	0.544	4.97665746504977e-52
chr14_54147230_54147730_CA_0.4993	1.70735920433259	4.21063857303412e-58	SUM	CDKN3	-0.638231424463554	0.4993	2.04988409309062e-58
chr14_54105335_54109256_CA_0.4923	-1.33840395896509	2.01323920091931e-91	SUM	CDKN3	0.701728359059219	0.4923	4.91424410092342e-91
chr14_54133883_54134383_CA_0.4607	-0.702214977638103	2.34817934452916e-89	SUM	CDKN3	0.713706833410195	0.4607	4.77485600409124e-89
chr14_54737374_54737874_CA_0.4403	1.67617111161987	1.50401150175743e-61	SUM	CDKN3	-0.646496826085777	0.4403	8.19824175997552e-62
chr14_54420373_54420873_CA_0.2175	0.121071937233546	3.38750327516721e-18	SUM	CDKN3	0.48770786425413	0.2175	5.25436757290606e-19
chr14_54025635_54026135_CA_0.1500	0.403036605726432	8.34752435498027e-40	SUM	CDKN3	-0.522546320158425	0.15	2.32162380235591e-40
chr14_54625146_54625646_CA_-0.1660	0.784314965295085	2.25647468429511e-80	SUM	CDKN3	-0.638826533380354	-0.166	2.58405399146496e-80
chr14_53993954_54000927_CA_-0.2296	0.592115939362721	3.12319443665856e-51	SUM	CDKN3	-0.604060982557036	-0.2296	1.22376228276938e-51
chr20_43657164-43669771_CA_1.0000	-0.593385070146227	3.39978187032632e-90	SUM	MYBL2	0.915057103328541	1	7.28040050574822e-90
chr20_43939174_43943181_CA_0.4382	-0.0865627345096552	4.66912855367979e-23	SUM	MYBL2	0.861210766893633	0.4382	8.25282893427407e-24
chr20_43491235_43492555_CA_0.3897	-0.036972100144369	0.249116879090468	SUM	MYBL2	0.919545004476033	0.3897	0.0200960988224211
chr20_43583901_43591286_CA_0.3816	0.28791940817958	7.47539956174569e-76	SUM	MYBL2	-0.856144711499336	0.3816	6.74413522193571e-76
chr20_43955167_43964920_CA_0.3793	-0.712752728397229	9.75076386946099e-84	SUM	MYBL2	0.916849211946939	0.3793	1.34285094583959e-83
chr20_43749670_43752982_CA_0.3512	-0.0769440907498233	1.34131702398301e-06	SUM	MYBL2	0.989001505574696	0.3512	1.43959697686209e-07
chr20_43782032_43782532_CA_0.3305	-0.1892233286996	0.000190006910545292	SUM	MYBL2	0.715761739413504	0.3305	1.8662651167615e-05
chr20_43843280_43850213_CA_0.2651	-0.0927406358834795	2.0396863834782e-10	SUM	MYBL2	0.778195616200526	0.2651	2.52151146501629e-11
chr20_43432454_43470995_CA_0.2269	0.0876461543953224	4.34238492356982e-24	SUM	MYBL2	-0.853971122806066	0.2269	7.91089218340806e-25
chr20_43975183_43977663_CA_0.2159	-0.531196450821174	4.2058602351317e-77	SUM	MYBL2	0.92756117244934	0.2159	4.01435345101221e-77
chr20_43681269_43692230_CA_0.1751	0.0485985516085027	0.000413620071870518	SUM	MYBL2	-0.19520759297941	0.1751	3.99647596111159e-05
chr20_43911035_43928802_CA_0.1660	0.261397736655218	2.29305245551843e-50	SUM	MYBL2	-0.853728671025147	0.166	8.74457484824378e-51
chr20_43767617_43768124_CA_0.1598	1.19608120184725	1.480843701432e-52	SUM	MYBL2	-0.83776754469251	0.1598	6.06244594907177e-53
chr10_72215693-72276934_CA_1.0000	0.10091734742339	5.62858681833718e-18	SUM	DDIT4	-0.969539239888235	1	8.67870993779681e-19
chr10_72292118_72364784_CA_0.4012	-0.174129179584142	1.46306097810187e-77	SUM	DDIT4	0.905784594308657	0.4012	1.42434855734892e-77
chr10_71948611_71976378_CA_0.2562	-0.226759251968649	3.65152381880418e-56	SUM	DDIT4	0.969244228630334	0.2562	1.67626259148592e-56
chr10_71911245_71931662_CA_-0.1517	-0.0767956657721475	0.0312777810251556	SUM	DDIT4	0.529338360958142	-0.1517	0.00271315822634164
chr10_71998285_72048960_CA_-0.1725	-0.0298023755257139	7.28015659022618e-08	SUM	DDIT4	0.769816618289342	-0.1725	8.19654976611572e-09
chr10_71830685_71871710_CA_-0.1923	0.0442256060358326	1.78330265578317e-09	SUM	DDIT4	-0.381807300002713	-0.1923	2.13197968336759e-10
chr10_72162959_72174298_CA_-0.2005	0.00638845176799335	0.0755966422801381	SUM	DDIT4	-0.437221943412094	-0.2005	0.00636259956985177
chr10_72625584_72626404_CA_-0.2124	-0.268168969997391	1.42787901426868e-41	SUM	DDIT4	0.986088693269674	-0.2124	4.1968504335203e-42
chr10_72665857_72764727_CA_-0.2349	0.179252042748614	9.06812003042982e-48	SUM	DDIT4	-0.814960122616174	-0.2349	3.19452924153155e-48
chr10_71795156_71795656_CA_-0.3018	0.556730632276949	8.97012692494391e-38	SUM	DDIT4	-0.825287212109704	-0.3018	2.35686896382995e-38
chr10_72080373_72109841_CA_-0.3298	0.213688104189088	4.46553422425234e-41	SUM	DDIT4	-0.636217209668231	-0.3298	1.29429832319446e-41
chr1_11051574-11063458_CA_1.0000	0.237098242838705	5.69958039758361e-42	SUM	SRM	-0.764759040230041	1	1.69353824090319e-42
chr1_11262393_11293225_CA_0.5661	0.192074948615163	4.59403067730365e-62	SUM	SRM	-0.850361473564279	0.5661	2.54450036698579e-62
chr1_11012236_11013440_CA_0.3794	0.149826920021705	1.61250443573012e-22	SUM	SRM	-0.770638919784065	0.3794	2.81525331974991e-23
chr1_11134183_11135236_CA_0.2612	0.465065625682724	1.48151462663987e-86	SUM	SRM	-0.830151506931069	0.2612	2.43289188673427e-86
chr1_11037549_11038049_CA_0.2597	0.277287890279094	2.09226194183509e-60	SUM	SRM	-0.861414222933565	0.2597	1.10144890876877e-60
chr1_11307726_11322218_CA_0.2051	-0.0549008282248576	0.000347123063818577	SUM	SRM	0.719744391395166	0.2051	3.366767419873e-05
chr1_11364126_11389039_CA_0.1719	0.121624807942769	5.0354748666867e-16	SUM	SRM	0.112111059870331	0.1719	7.34021492611073e-17
chr1_10818539_10833160_CA_0.1607	0.272148124024478	4.19075465587029e-71	SUM	SRM	-0.79083362721428	0.1607	3.17970227560126e-71
chr1_11099212_11100138_CA_0.1509	0.263091063813777	4.09976679936968e-32	SUM	SRM	-0.704675080704229	0.1509	9.20594628788462e-33
chr1_10755847_10766392_CA_-0.2543	-0.0806539166777663	9.9893589006426e-15	SUM	SRM	-0.479423812494914	-0.2543	1.40669336550678e-15
chr9_137216950-137244403_CA_1.0000	0.0731072597227408	9.15043937848195e-13	SUM	TUBB4B	-0.576223109893389	1	1.21841386165773e-13
chr9_137188336_137205931_CA_0.7421	-0.110566287774679	3.42262302301641e-41	SUM	TUBB4B	0.581987697691452	0.7421	9.95226323576432e-42
chr9_137406868_137424225_CA_0.6185	0.0462278835696302	5.35748877267207e-06	SUM	TUBB4B	-0.208057537368093	0.6185	5.62407257402502e-07
chr9_137021950_137087252_CA_0.5024	-0.0467896703381731	8.14315859980631e-10	SUM	TUBB4B	0.5193452784635	0.5024	9.84607817284353e-11
chr9_136926140_136950505_CA_0.4858	0.0491569000953821	0.00236128771901059	SUM	TUBB4B	0.665380937525432	0.4858	0.000219012279708802
chr9_136758247_136808804_CA_0.4646	0.0568787324935202	4.07402967990575e-08	SUM	TUBB4B	-0.392190339907224	0.4646	4.62874728791906e-09
chr9_137482111_137535209_CA_0.4427	0.0489310853527507	1.91789443788998e-22	SUM	TUBB4B	-0.624447277758186	0.4427	3.34144503079034e-23
chr9_137435944_137459560_CA_0.4326	0.022605233267284	0.0390317744327327	SUM	TUBB4B	0.987484062610206	0.4326	0.00336034142886729
chr9_137255031_137317016_CA_0.4268	-0.062776967967033	4.97061901086155e-13	SUM	TUBB4B	0.251693771532431	0.4268	6.67174322053917e-14
chr9_136841153_136867112_CA_0.3648	0.108872593551355	8.78344916599099e-15	SUM	TUBB4B	-0.106265089656295	0.3648	1.23956538391886e-15
chr9_137150379_137176940_CA_0.3467	-0.511571883714409	1.00359726880889e-65	SUM	TUBB4B	0.583111792312075	0.3467	6.38773917515258e-66
chr9_137114561_137139548_CA_0.2993	-0.14200362585174	5.57670001164914e-33	SUM	TUBB4B	0.763477267178472	0.2993	1.27976419361195e-33
chr9_136975564_137004747_CA_0.2945	-0.153579445860574	4.63546621930293e-35	SUM	TUBB4B	0.814953340748176	0.2945	1.12539194535076e-35
